time, 0.00              ,   1.0000000000E-03,   1.0000000000E-01,   2.0000000000E-01,   3.0000000000E-01,   4.0000000000E-01,   5.0000000000E-01,   6.0000000000E-01,   7.0000000000E-01,   8.0000000000E-01,   9.0000000000E-01,   1.0000000000E+00,   1.1000000000E+00,   1.2000000000E+00,   1.3000000000E+00,   1.4000000000E+00,   1.5000000000E+00,   1.6000000000E+00,   1.7000000000E+00,   1.8000000000E+00,   1.9000000000E+00,   2.0000000000E+00,   2.1000000000E+00,   2.2000000000E+00,   2.3000000000E+00,   2.4000000000E+00,   2.5000000000E+00,   2.6000000000E+00,   2.7000000000E+00,   2.8000000000E+00,   2.9000000000E+00,   3.0000000000E+00,   3.1000000000E+00,   3.2000000000E+00,   3.3000000000E+00,   3.4000000000E+00,   3.5000000000E+00,   3.6000000000E+00,   3.7000000000E+00,   3.8000000000E+00,   3.9000000000E+00,   4.0000000000E+00,   4.1000000000E+00,   4.2000000000E+00,   4.3000000000E+00,   4.4000000000E+00,   4.5000000000E+00,   4.6000000000E+00,   4.7000000000E+00,   4.8000000000E+00,   4.9000000000E+00,   5.0000000000E+00,   5.1000000000E+00,   5.2000000000E+00,   5.3000000000E+00,   5.4000000000E+00,   5.5000000000E+00,   5.6000000000E+00,   5.7000000000E+00,   5.8000000000E+00,   5.9000000000E+00,   6.0000000000E+00,   6.1000000000E+00,   6.2000000000E+00,   6.3000000000E+00,   6.4000000000E+00,   6.5000000000E+00,   6.6000000000E+00,   6.7000000000E+00,   6.8000000000E+00,   6.9000000000E+00,   7.0000000000E+00,   7.1000000000E+00,   7.2000000000E+00,   7.3000000000E+00,   7.4000000000E+00,   7.5000000000E+00,   7.6000000000E+00,   7.7000000000E+00,   7.8000000000E+00,   7.9000000000E+00,   8.0000000000E+00,   8.1000000000E+00,   8.2000000000E+00,   8.3000000000E+00,   8.4000000000E+00,   8.5000000000E+00,   8.6000000000E+00,   8.7000000000E+00,   8.8000000000E+00,   8.9000000000E+00,   9.0000000000E+00,   9.1000000000E+00,   9.2000000000E+00,   9.3000000000E+00,   9.4000000000E+00,   9.5000000000E+00,   9.6000000000E+00,   9.7000000000E+00,   9.8000000000E+00,   9.9000000000E+00,   1.0000000000E+01
e,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00
c,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01,   1.7500000000E+01
r,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01,   7.1000000000E-01
k,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01,   8.0500000000E+01
umax,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01,   2.0000000000E+01
p, 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              , 0.00              ,   1.0000000000E+00
u,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   7.5919024430E-01,   6.7395547387E-01,   6.7395547387E-01,   6.8054659765E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8066609545E-01,   6.8067264369E-01,   6.8067723684E-01,   6.8067723684E-01,   6.8067723684E-01,   6.8067723684E-01,   6.8068709114E-01,   6.8068709114E-01,   6.8068709114E-01,   6.8068709124E-01,   6.8068709134E-01,   6.8068709144E-01,   6.8068709154E-01,   6.8068709164E-01,   6.8068709174E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709184E-01,   6.8068709174E-01,   6.8068709174E-01,   6.8068709174E-01,   6.8068709174E-01,   6.8068709174E-01,   6.6030449289E-01,   6.6030449289E-01,   9.1676060436E-01,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00,   1.0000000000E+00
x,   7.0000000000E+01,   6.9986486154E+01,   6.8682606920E+01,   6.7429681082E+01,   6.6235429186E+01,   6.5094701271E+01,   6.4002902304E+01,   6.2955917871E+01,   6.1950051426E+01,   6.0981971041E+01,   6.0048664012E+01,   5.9147397999E+01,   5.8275687626E+01,   5.7431265649E+01,   5.6612057988E+01,   5.5816162015E+01,   5.5041827609E+01,   5.4287440570E+01,   5.3551508051E+01,   5.2832645708E+01,   5.2129566351E+01,   5.1441069860E+01,   5.0766034215E+01,   5.0103407487E+01,   4.9452200657E+01,   4.9051050946E+01,   4.8979239635E+01,   4.8992891136E+01,   4.8999776372E+01,   4.8999913587E+01,   4.8999930426E+01,   4.8999947007E+01,   4.8999963334E+01,   4.8999979411E+01,   4.8999995241E+01,   4.9000010830E+01,   4.9000026179E+01,   4.9000041293E+01,   4.9000056176E+01,   4.9000070831E+01,   4.9000085262E+01,   4.9000099471E+01,   4.9000106949E+01,   4.9000103261E+01,   4.9000095083E+01,   4.9000087030E+01,   4.9000079101E+01,   4.9000061489E+01,   4.9000034394E+01,   4.9000007714E+01,   4.8999981442E+01,   4.8999955572E+01,   4.8999930098E+01,   4.8999905015E+01,   4.8999880315E+01,   4.8999855993E+01,   4.8999832044E+01,   4.8999808461E+01,   4.8999785240E+01,   4.8999762374E+01,   4.8999739858E+01,   4.8999717687E+01,   4.8999695856E+01,   4.8999674359E+01,   4.8999653191E+01,   4.8999632348E+01,   4.8999611824E+01,   4.8999591614E+01,   4.8999571714E+01,   4.9019830203E+01,   4.9059951016E+01,   4.8844313151E+01,   4.8295161963E+01,   4.7671272838E+01,   4.7055499252E+01,   4.6447074983E+01,   4.5845266645E+01,   4.5249369921E+01,   4.4658706075E+01,   4.4072618705E+01,   4.3490470705E+01,   4.2911641398E+01,   4.2335523825E+01,   4.1761522143E+01,   4.1189049134E+01,   4.0617523777E+01,   4.0046368884E+01,   3.9475008760E+01,   3.8902866885E+01,   3.8329363577E+01,   3.7753913641E+01,   3.7175923961E+01,   3.6594791029E+01,   3.6009898374E+01,   3.5420613893E+01,   3.4826287021E+01,   3.4226245753E+01,   3.3619793458E+01,   3.3006205462E+01,   3.2384725369E+01,   3.1754561067E+01,   3.1114880382E+01
myobj, 0.00              ,   1.4999517147E-02,   1.4951941320E+00,   2.9808596310E+00,   4.4571122492E+00,   5.9240563213E+00,   7.3817852245E+00,   8.8303817839E+00,   1.0269918626E+01,   1.1700458489E+01,   1.3122054479E+01,   1.4534750296E+01,   1.5938580411E+01,   1.7333570205E+01,   1.8719736075E+01,   2.0097085497E+01,   2.1465617061E+01,   2.2825320459E+01,   2.4176176450E+01,   2.5518156776E+01,   2.6851224053E+01,   2.8175331611E+01,   2.9490423311E+01,   3.0796433302E+01,   3.2093285753E+01,   3.3226999708E+01,   3.4148323797E+01,   3.5014701201E+01,   3.5885427321E+01,   3.6760491279E+01,   3.7635632621E+01,   3.8510774130E+01,   3.9385915801E+01,   4.0261057634E+01,   4.1136199625E+01,   4.2011341771E+01,   4.2886484072E+01,   4.3761626523E+01,   4.4636769123E+01,   4.5511911870E+01,   4.6387054761E+01,   4.7262197794E+01,   4.8137345155E+01,   4.9012499693E+01,   4.9887657118E+01,   5.0762814462E+01,   5.1637971727E+01,   5.2513135217E+01,   5.3388304803E+01,   5.4263474122E+01,   5.5138643179E+01,   5.6013811977E+01,   5.6888980520E+01,   5.7764148813E+01,   5.8639316859E+01,   5.9514484661E+01,   6.0389652225E+01,   6.1264819552E+01,   6.2139986648E+01,   6.3015153515E+01,   6.3890320156E+01,   6.4765486576E+01,   6.5640652778E+01,   6.6515818765E+01,   6.7390984540E+01,   6.8266150106E+01,   6.9141315468E+01,   7.0016480627E+01,   7.0891645587E+01,   7.1753772942E+01,   7.2603119988E+01,   7.3616817307E+01,   7.4843080121E+01,   7.6113637355E+01,   7.7374649454E+01,   7.8625987078E+01,   7.9867508282E+01,   8.1099057854E+01,   8.2320466576E+01,   8.3531550391E+01,   8.4732109488E+01,   8.5921927270E+01,   8.7100769213E+01,   8.8268381587E+01,   8.9424490039E+01,   9.0568797996E+01,   9.1700984899E+01,   9.2820704213E+01,   9.3927581198E+01,   9.5021210410E+01,   9.6101152886E+01,   9.7166932966E+01,   9.8218034706E+01,   9.9253897803E+01,   1.0027391297E+02,   1.0127741665E+02,   1.0226368499E+02,   1.0323192688E+02,   1.0418127599E+02,   1.0511078151E+02,   1.0601939739E+02,   1.0690596981E+02
